,text,Label,preprocess_data
3195,jamal musiala thật sự quá đẳng cấp.,1.0,jamal musiala thật_sự quá đẳng_cấp
3196,đều là trụ cột của các ông lớn ở seria đâý.,1.0,đều là trụ_cột của các ông lớn ở seria đâý
3197,"24 đội năm nay mấy ông geo, albani gặp đội top server chắc cũng aos hết quá",0.0,24 đội năm nay mấy ông geo albani gặp đội top server chắc cũng aos hết quá
3198,bỉ hết thế hệ vàng là tịt không còn cầu thủ trẻ nào hay cả may ra có tí gọi là duku cũng chả biết hay được lâu không nữa dần dần vài năm nữa còn không có vé dự euro với woulcup cũng lên,2.0,bỉ hết thế_hệ vàng là tịt không còn cầu_thủ trẻ nào hay cả may_ra có tí gọi là duku cũng chả biết hay được lâu không nữa dần_dần vài năm nữa còn không có vé dự euro với woulcup cũng lên
3199,góc hip1 mấy quả anh em,0.0,góc hip1 mấy quả anh_em
3200,không phải mbape mà là mbaku,0.0,không phải mbape mà là mbaku
3201,đâu phải đội lớn mới đá hay khi khe cửa hẹp chỉ dành cho một đội thì bắt buộc hai đội phải đá hết mình như vậy mới có trận cầu hay,0.0,đâu phải đội lớn mới đá hay khi khe cửa hẹp chỉ dành cho một đội thì bắt_buộc hai đội phải đá hết_mình như_vậy mới có trận cầu hay
3202,ít nhất ronaldo cống hiến hết mình vì quốc gia. còn trẻ trâu anti cố làm cho văn hoá mạng tệ đi.,2.0,ít_nhất ronaldo cống_hiến hết_mình vì quốc_gia còn trẻ trâu anti cố làm cho văn_hoá mạng tệ đi
3203,likeeeeee,1.0,likeeeeee
3204,slova đá quá hay! bỉ gãy luôn chứ không phải đen!,1.0,slova đá quá hay bỉ gãy luôn chứ không phải đen
3205,xem bìh luận viên nhạt vãi lồn,2.0,xem bìh luận viên nhạt vãi lồn
3206,trước pha ghi bàn thi lukaku bị phạm lỗi ma ta? chiếu lại xong đeo check,0.0,trước pha ghi_bàn thi lukaku bị phạm lỗi ma ta chiếu lại xong đeo check
3207,đi kèo dưới,0.0,đi kèo dưới
3208,không có anh trưởng harry maguire thì tuyển anh đá rất chán: )))),2.0,không có anh trưởng harry maguire thì tuyển anh đá rất chán
3209,"đề nghị tv360 thay giúp mấy ông như quang huy, quang tùng cái nói thật mấy ông đấy hết thời rồi, mẹ bình luận trận 2h00 đã chán rồi nghe giọng các ông còn buồn ngủ hơn",2.0,đề_nghị tv360 thay giúp mấy ông như quang huy quang tùng cái nói thật mấy ông đấy hết thời rồi mẹ bình_luận trận 2h00 đã chán rồi nghe giọng các ông còn buồn_ngủ hơn
3210,"trận này tôi không cá độ kèo nào cả, nhưng thực sự 2 đội đá quá bịp",2.0,trận này tôi không cá_độ kèo nào cả nhưng thực_sự 2 đội đá quá bịp
3211,cha ronaldo này cái không thể chê được là sự hiếu chiến,1.0,cha ronaldo này cái không_thể chê được là sự hiếu_chiến
3212,euro năm nay khá buồn cười khi có rất nhiều pha bóng lập bập làm cho hậu vệ tự đốt lưới nhà...,2.0,euro năm nay khá buồn_cười khi có rất nhiều pha bóng lập_bập làm cho hậu_vệ tự đốt lưới nhà
3213,bình luận đầu,0.0,bình_luận đầu
3214,cào thủ chụp quá đẹp,1.0,cào thủ chụp quá đẹp
3215,2 siêu phẩm của thổ,1.0,2 siêu phẩm của thổ
3216,"trận đấu quá hay, hay nhất từ đầu giải",1.0,trận đấu quá hay_hay nhất từ đầu giải
3217,"tôi yêu italya quá tuyệt vời, quá cảm xúc, không uổng thức suốt đêm cổ vũ đội bóng mình yêu.",1.0,tôi yêu italya quá tuyệt_vời quá cảm_xúc không uổng thức suốt đêm cổ_vũ đội bóng mình yêu
3218,rất hay,1.0,rất hay
3219,quang tùng bình luận chán quá,2.0,quang tùng bình_luận chán quá
3220,"kante vẫn là số 1, hà lan may không bị bắn hạ",1.0,kante vẫn là số 1 hà_lan may không bị bắn hạ
3221,bong vào tay ma ong binh luan luc đầu con noi bong cham mat rồi bay vao luoi.,0.0,bong vào tay ma ong binh luan luc đầu con noi bong cham mat rồi bay vao luoi
3222,anh đội hình khủng bố mà đá như con mèo đuối nước.,2.0,anh đội_hình khủng_bố mà đá như con mèo đuối nước
3223,tiếc cho bồ quá: (,0.0,tiếc cho bồ quá
3224,bình luận viên bình luận buồn ngủ vãi cả lồn,2.0,bình_luận_viên bình_luận buồn_ngủ vãi cả lồn
3225,phải nói phong độ số 7 là tuyệt vời 40 như 20,1.0,phải nói phong_độ số 7 là tuyệt_vời 40 như 20
3226,"pháp đá thế này thì chịu rồi, làm thua 2 chai nước hết 20k",2.0,pháp đá thế_này thì chịu rồi làm thua 2 chai nước hết 20k
3227,depay chính là mắt xích yếu nhất trong đội hình hà lan. rất yêu mến kante,1.0,depay chính là mắt_xích yếu nhất trong đội_hình hà_lan rất yêu_mến kante
3228,bình luận viên là phải như vậy nghe sướng cả tai,1.0,bình_luận_viên là phải như_vậy nghe sướng cả tai
3229,hungary đá dở vãi lồn,2.0,hungary đá dở vãi lồn
3230,kiến tạo của ronaldo là đang dạy cho bruno đấy.,0.0,kiến_tạo của ronaldo là đang dạy cho bruno đấy
3231,"chia tiền sân, tiền nước, giải táng thôi nào: )))",0.0,chia tiền sân tiền nước_giải táng thôi nào
3232,"thua thảm romania, có nản không chứ",2.0,thua thảm romania có nản không chứ
3233,hay qua đuc ơi chuc mung chu nhà đuot 6điem và đi tiep ngon lành cành đào,1.0,hay qua đuc ơi chuc mung chu nhà đuot 6điem và đi tiep ngon_lành cành đào
3234,luôn thích cái cách mà ronaldo thể hiện,1.0,luôn thích cái cách mà ronaldo thể_hiện
3235,fuck trọng tài cộng đến 5p... trọng tài mùa này bắt tệ hay có sự sắp đặt..... slovakia đá tốt hơn nhiều... chân sút tốt... bị loại sớm là điều đáng tiếc cho mùa giải,2.0,fuck trọng_tài cộng đến 5p trọng_tài mùa này bắt tệ hay có sự sắp_đặt slovakia đá tốt hơn nhiều chân sút tốt bị loại sớm là điều đáng tiếc cho mùa giải
3236,fan của đức chắc vui lắm,1.0,fan của đức chắc vui lắm
3237,tên ông trọng tài này quen quá anh em,0.0,tên ông trọng_tài này quen quá anh_em
3238,messi: bài đăng có nhiều lượt thích nhiều nhất.,1.0,messi bài đăng có nhiều lượt thích nhiều nhất
3239,"bú cái tỉ số với cái xỉu, mãi yêu đức hahaha",1.0,bú cái tỉ_số với cái xỉu mãi yêu đức hahaha
3240,"một trận cầu dở, tuyển pháp nhờ var chút nữa là tôi với hà lan.",2.0,một trận cầu dở tuyển pháp nhờ var chút nữa là tôi với hà_lan
3241,giử sức cho toàn cục.,0.0,giử sức cho toàn_cục
3242,"không hiểu gareth southgate nghĩ gì, để tren đá trung tâm. điên thật sự",2.0,không hiểu gareth southgate nghĩ gì để tren đá trung_tâm điên thật_sự
3243,bình luận chán vãi cặc,2.0,bình_luận chán vãi cặc
3244,chúc mừng điện thoại đức nhé,1.0,chúc_mừng điện_thoại đức nhé
3245,"nể ý trí, sức mạnh của ông già 39 tao thật. không gục ngã nhé ronaldo",1.0,nể ý trí sức_mạnh của ông_già 39 tao thật không gục ngã nhé ronaldo
3246,ý đá cứ dẫn trước là nó không muốn ghi bàn luôn ấy,0.0,ý đá cứ dẫn trước là nó không muốn ghi_bàn luôn ấy
3247,đang chiến sự nên đá thua cho người ta thương,0.0,đang chiến_sự nên đá thua cho người ta thương
3248,đá phải như thế thừa thắng xông lên dập cho đối thủ chán luôn chứ đá như bọn anh thắng về thủ,1.0,đá phải như_thế thừa_thắng xông lên dập cho đối_thủ chán luôn chứ đá như bọn anh thắng về thủ
3249,lớ ngớ áo vào đến trận chung kết cũng nên,0.0,lớ_ngớ áo vào đến trận chung_kết cũng_nên
3250,khao khát có bàn nhưng cuối cùng lại chuyền đơn giản đó là cr7.,0.0,khao_khát có bàn nhưng cuối_cùng lại chuyền đơn_giản đó là cr7
3251,đá đấm kiểu này vô địch sao được,2.0,đá đấm kiểu này vô_địch sao được
3252,"hoàng tử bé sút kém lực, không ăn thua",2.0,hoàng_tử bé sút_kém_lực không ăn_thua
3253,đúng là trận này có đức mà không có tài suýt chút nữa thì toang,2.0,đúng là trận này có đức mà không có tài suýt chút nữa thì toang
3254,"tuyệt vời ronaldo, anh đã thay đổi, không còn là 1 con người ích kỷ, cái tôi cao của 1 ngôi sao lớn, tôi tin bđn 2026 sẽ là 1 tập thể đoàn kết như argen 2022",1.0,tuyệt_vời ronaldo anh đã thay_đổi không còn là 1 con_người ích_kỷ cái tôi cao của 1 ngôi_sao lớn tôi tin bđn 2026 sẽ là 1 tập_thể đoàn_kết như argen 2022
3255,trận này pepe quá xuất sắc,1.0,trận này pepe quá xuất_sắc
3256,nhà đài hết bình luận viên rồi hay sao mà để thằng huy nó bl vậy. bl đã không hợp thời rồi. dành chỗ cho bọn trẻ nó bl nhiệt huyết và cháy hơn. thằng này giờ chỉ hợp với bưng bô bàn tròn mà thôi. hy vọng sẽ không gặp nó trong những trận sắp tới nữa. trận đấu hấp dẫn vậy mà nghe thằng bl rất nhạt.,2.0,nhà đài hết bình_luận_viên rồi hay sao mà để thằng huy nó bl vậy bl đã không hợp_thời rồi dành chỗ cho bọn trẻ nó bl nhiệt_huyết và cháy hơn thằng này giờ chỉ hợp với bưng bô bàn tròn mà thôi hy_vọng sẽ không gặp nó trong những trận sắp tới nữa trận đấu hấp_dẫn vậy_mà nghe thằng bl rất nhạt
3257,tuyệt vời ronaldo,1.0,tuyệt_vời ronaldo
3258,là bình luận viên thì phải khách quan. tam sư chỉ là hổ giấy ông ơi! đặc biệt là trong bóng đá không nói trước được điều gì đâu nhé.,0.0,là bình_luận_viên thì phải khách_quan tam sư chỉ là hổ giấy ông ơi đặc_biệt là trong bóng_đá không nói trước được điều gì đâu nhé
3259,làm ơn đọc tên quốc gia người ta cho đúng đi! gruzia là tên quái nào vậy???,2.0,làm_ơn đọc tên quốc_gia người ta cho đúng đi gruzia là tên quái nào vậy
3260,tin vào đức có ban cả hà lỗi cũng chưa đủ tiền,0.0,tin vào đức có ban cả hà lỗi cũng chưa đủ tiền
3261,ronaldo bỏ lỡ nhiều cơ hội á. tiền đạo 39 tuổi đá như vậy là hay rồi đó còn con báo an nữa trung vệ sai lầm nhiều vãi còn tranh bóng đánh đầu của ronaldo nữa chứ kéo áo trong vòng cấm đéo cho chạy vẫn không thổi địt mẹ,2.0,ronaldo bỏ lỡ nhiều cơ_hội á tiền_đạo 39 tuổi đá như_vậy là hay rồi đó còn con báo_an nữa trung_vệ sai_lầm nhiều vãi còn tranh bóng đánh_đầu của ronaldo nữa chứ kéo áo trong vòng cấm đéo cho chạy vẫn không thổi địt mẹ
3262,mbape giờ này xún phong độ thấy rõ,2.0,mbape giờ này xún phong_độ thấy rõ
3263,pha cuối không thể tin được lại sút lên trời: )),2.0,pha cuối không_thể tin được lại sút lên trời
3264,nhìn áo đá mới thấy triết lý của huấn luyện viên như thế nào. nhìn áp sát tích cực thích thật. ở mu thì toàn thánh lười chạy nên không thể áp dụng đk.,1.0,nhìn áo đá mới thấy triết_lý của huấn_luyện_viên như_thế_nào nhìn áp sát tích_cực thích thật ở mu thì toàn thánh lười chạy nên không_thể áp_dụng đk
3265,được siêu,1.0,được siêu
3266,thủ môn tên trubin,0.0,thủ_môn tên trubin
3267,messi: 26 bàn/12 kiến tạo và 16 lần chiến thắng,1.0,messi 26 bàn12 kiến_tạo và 16 lần chiến_thắng
3268,cả một rùng chân gỗ,2.0,cả một rùng chân_gỗ
3269,cơ hội đầu tiên dành cho italia.,0.0,cơ_hội đầu_tiên dành cho italia
3270,"chiến thắng đầy ý nghĩa của dtqg ukraine giành cho những người lính, người dân ukraine nhằm giúp họ vơi bớt nổi lo chiến tranh",1.0,chiến_thắng đầy ý_nghĩa của dtqg ukraine giành cho những người lính người_dân ukraine nhằm giúp họ vơi bớt nổi lo chiến_tranh
3271,"pepe từ ngày rời real chơi điềm tĩnh hẳn, sự nghiệp được kéo dài mỹ mãn",1.0,pepe từ ngày rời real chơi điềm_tĩnh hẳn sự_nghiệp được kéo_dài mỹ_mãn
3272,đéo vào,2.0,đéo vào
3273,sao không lấy video của vtv2 nhỉ. nghe bình luận vtv2 hay hơn,1.0,sao không lấy video của vtv2 nhỉ nghe bình_luận vtv2 hay hơn
3274,đang chiến tranh mà đá đấm gì,0.0,đang chiến_tranh mà đá đấm gì
3275,"lukaku làm tường, lukaku kiến tạo, lukaku phòng ngự, trận đấu không tồi nhưng vận đen vẫn đeo bám lukaku =))",1.0,lukaku làm tường lukaku kiến_tạo lukaku phòng_ngự trận đấu không tồi nhưng vận đen vẫn đeo_bám lukaku
3276,"bruno không tuyển bdn đang cân 1 ban thắng, ronaldo đang cô vu tinh thần cho thằng em",1.0,bruno không tuyển bdn đang cân 1 ban thắng ronaldo đang cô vu tinh_thần cho thằng em
3277,"11 con mèo được con hổ dẫn dắt chúng sẽ chiến đấu như hổ, 11 con mèo mà được con lợn dẫn dắt sẽ ra đội tuyển anh",2.0,11 con mèo được con hổ dẫn_dắt chúng sẽ chiến_đấu như hổ 11 con mèo mà được con lợn dẫn_dắt sẽ ra đội_tuyển anh
3278,vãi cả bỉ .. 90% rớt bảng,2.0,vãi cả bỉ 90 rớt bảng
3279,1 trận bóng của euro mà có chất lượng chuyên môn còn kém xa giải v-league của việt nam mất xem không có 1 tý nào hấp dẫn cho khán giả cả,2.0,1 trận bóng của euro mà có chất_lượng chuyên_môn còn kém xa giải vleague của việt_nam mất xem không có 1 tý nào hấp_dẫn cho khán_giả cả
3280,phế vật mất 5 chị,2.0,phế vật mất 5 chị
3281,bàn thắng đầu tiên đức thì lỗi thì được còn bàn thuỵ sĩ thấy cánh tay cầu thủ ghi bàn cũng việt vị mà sao var không bất ta hhhh,0.0,bàn thắng đầu_tiên đức thì lỗi thì được còn bàn thuỵ_sĩ thấy cánh_tay cầu_thủ ghi_bàn cũng việt_vị mà sao var không bất ta hhhh
3282,bay luôn 50tr mẹ bực,2.0,bay luôn 50tr mẹ bực
3283,quá hay quá tuyệt vời,1.0,quá hay quá tuyệt_vời
3284,năm nay mấy ông lớn chỉ nên tin đức tbn,1.0,năm nay mấy ông lớn chỉ nên tin đức tbn
3285,chán,2.0,chán
3286,bồ nó thã chứ đá thì nó rụng răng,1.0,bồ nó thã chứ đá thì nó rụng răng
3287,"cái hazvert thật sự mà nói không thể nào gánh vác trên vai là mũi nhọn của đức được. từ trước đó rồi cầu thủ chuyển bàn thắng thành cơ hội nhiều nhất. kiểu nó dứt điểm tù tù kiểu gì ấy, nhìn như jack ấy chạy nhanh, khéo léo mà tới dứt điểm thì khỏi nói. chán",2.0,cái hazvert thật_sự mà nói không_thể_nào gánh_vác trên vai là mũi_nhọn của đức được từ trước đó rồi cầu_thủ chuyển bàn thắng thành cơ_hội nhiều nhất kiểu nó dứt_điểm tù tù kiểu gì ấy nhìn như jack ấy chạy nhanh khéo_léo mà tới dứt_điểm thì khỏi nói chán
3288,bằng 1 cách thần nào đó.. lukaku năm nào cũng được gọi lên tuyển..,0.0,bằng 1 cách thần nào đó lukaku năm nào cũng được gọi lên tuyển
3289,ông số 7 bấn độ rồi,2.0,ông số 7 bấn độ rồi
3290,chắc có nhiều đôi dép để lại trên cầu lắm nhỉ,0.0,chắc có nhiều đôi dép để lại trên cầu lắm nhỉ
3291,tôi nghĩ năm nay đức có khả năng vô địch khá cao họ có lại thế về sân nhà những tài năng trẻ như musiala và có một thủ thành xuất xắc và đầy rẫy sự kinh nghiệm như neuer tôi không phải là fan đức nhưng cũng công nhận thực lực của họ,1.0,tôi nghĩ năm nay đức có khả_năng vô_địch khá cao họ có lại thế về sân_nhà những tài_năng trẻ như musiala và có một thủ_thành xuất xắc và đầy_rẫy sự kinh_nghiệm như neuer tôi không phải là fan đức nhưng cũng công_nhận thực_lực của họ
3292,coi highlight mà không biết trước kết quả nó hấp dẫn hơn ấy,0.0,coi highlight mà không biết trước kết_quả nó hấp_dẫn hơn ấy
3293,đội hình đắt giá nhất ứng cử viên cho chức vô địch 2 trận ghi được 2 bàn 1thắng 1hoà,1.0,đội_hình đắt_giá nhất ứng_cử_viên cho chức vô_địch 2 trận ghi được 2 bàn 1thắng 1hoà
3294,muisiala fan messi,1.0,muisiala fan messi
3295,"rất tiếc cho goergia, đáng lẽ hoà 2-2 là trận đấu đẹp. trận đấu quá hay, 2 đội không cho đối phương nghỉ. trận đấu hay nhất từ lúc khai mạc đến nay",1.0,rất tiếc cho goergia đáng_lẽ hoà 22 là trận đấu đẹp trận đấu quá hay 2 đội không cho đối_phương nghỉ trận đấu hay nhất từ lúc khai_mạc đến nay
3296,bị gãy mũi game sau phải đeo mặt ạ vào rồi cho bớt nhục,2.0,bị gãy mũi game sau phải đeo mặt ạ vào rồi cho bớt nhục
3297,bịp vãi. năm này châu âu thiếu tiền chủ tịch bắt đầu làm nhà cái,2.0,bịp vãi năm này châu_âu thiếu tiền chủ_tịch bắt_đầu làm nhà_cái
3298,ra cầu,0.0,ra cầu
3299,"kéo muốn rách áo mà kêu không đủ tác đông, may là áo của adidad may chứ hàng shopbi thi còn đúng cái lưng áo",0.0,kéo muốn rách áo mà kêu không đủ tác đông may là áo của adidad may chứ hàng shopbi thi còn đúng cái lưng áo
3300,ông bl chán vãi lồn vậy,2.0,ông bl chán vãi lồn vậy
3301,đội anh chết đi sống lại.,0.0,đội anh chết đi sống lại
3302,no co cham vao bong đéo dâu ma liêt vi,0.0,no co cham vao bong đéo dâu ma liêt vi
3303,diễn kịch lấy tiền mấy người cá độ. thua đừng cay quá nghĩ quẩn nhé,2.0,diễn kịch lấy tiền mấy người cá_độ thua đừng cay quá nghĩ quẩn nhé
3304,"bình luận viên thiếu ngủ à, trận đấu hay như thế mà bình luận chán vãi cặc",2.0,bình_luận_viên thiếu ngủ à trận đấu hay như_thế mà bình_luận chán vãi cặc
3305,đây là kênh 360 tv nó khác đai rồi,0.0,đây là kênh 360 tv nó khác đai rồi
3306,"ronaldo biết đàn em bruno đang bị áp lực ghi bàn khi quay lại đội tuyển, nên ronaldo chuyền cho bruno ghi bàn thay vì mình ghi bàn",0.0,ronaldo biết đàn_em bruno đang bị áp_lực ghi_bàn khi quay lại đội_tuyển nên ronaldo chuyền cho bruno ghi_bàn thay_vì mình ghi_bàn
3307,bđn đá thế này dễ vô địch lắm,1.0,bđn đá thế_này dễ vô_địch lắm
3308,điện thoại anh nay mạnh thật... mạnh ai nấy đá,0.0,điện_thoại anh nay mạnh thật mạnh ai nấy đá
3309,bộ đôi kuuuuuuuuuuuuuuuuuu,1.0,bộ đôi kuuuuuuuuuuuuuuuuuu
3310,france mãi vô địch,1.0,france mãi vô_địch
3311,hungary căm bồ đào nhé đến tận xương tuỷ,0.0,hungary căm bồ_đào nhé đến tận xương_tuỷ
3312,đá giải phải thế những quả chắc ăn như vậy không nên bỏ lỡ. ronaldo đã biết đặt tập thể lên trên cái tôi cá nhân. rất hy vọng vào portal năm nay,2.0,đá giải phải thế những quả chắc_ăn như_vậy không nên bỏ lỡ ronaldo đã biết đặt tập_thể lên trên cái tôi cá_nhân rất hy_vọng vào portal năm nay
3313,việt vị đúng rồi. cãi cãi gì,0.0,việt_vị đúng rồi cãi cãi gì
3314,lời khuyên: hãy làm việc thông minh. nói ít thôi.,0.0,lời khuyên hãy làm_việc thông_minh nói ít thôi
3315,anh cố gắg lắm r..,1.0,anh cố gắg lắm r
3316,"mới hơn 5 tiếng mà 3, 5tr view",0.0,mới hơn 5 tiếng mà 3 5tr view
3317,tao thấy serbia tên toàn íc,0.0,tao thấy serbia tên toàn íc
3318,anh em đã lấy lại hết nhà cửa chưa. xin 1lai,0.0,anh_em đã lấy lại hết nhà_cửa chưa xin 1lai
3319,đây là uero cuối cùng của r. ronaldo,0.0,đây là uero cuối_cùng của r ronaldo
3320,trận này đan mạch đá hay hơn anh,0.0,trận này đan_mạch đá hay hơn_anh
3321,sặc mùi dàn xếp địt mẹ bóng đá giờ thối thật,2.0,sặc_mùi dàn_xếp địt mẹ bóng_đá giờ thối thật
3322,fan chú huy từ bé,1.0,fan chú huy từ bé
3323,8: 32 chuyền?: )),0.0,8 32 chuyền
3324,"tuyển anh tuy là mạnh, nhưng mạnh thằng nào thằng đấy đá. không có sự gắn kết",2.0,tuyển anh tuy là mạnh nhưng mạnh thằng nào thằng đấy đá không có sự gắn_kết
3325,2 ông á ngoài 50 rồi,0.0,2 ông á ngoài 50 rồi
3326,2h sáng bình luận viên như ru ngủ,2.0,2h sáng bình_luận_viên như ru_ngủ
3327,không nói nhiều năm nay bồ đào nhé và ronaldo vô địch nhá: ): ): ),1.0,không nói nhiều năm nay bồ_đào nhé và ronaldo vô_địch nhá
3328,9. cảm ơn thầy.,0.0,9 cảm_ơn thầy
3329,thuỵ sỹ sẽ tiến sâu,1.0,thuỵ_sỹ sẽ tiến sâu
3330,hết 90 phút có anh em nào bán xe bán nhà chưa hay ra dung ở ngoài cầu vậy,0.0,hết 90 phút có anh_em nào bán xe bán nhà chưa hay ra dung ở ngoài cầu vậy
3331,"cả đội đá chán đặt cap mudryk với lunin? quản trị viên có hiểu bóng đá k, sao không nói dovyk hay các cth khc mà cứ nhắm vô 2 người này?",2.0,cả đội đá chán đặt cap mudryk với lunin quản_trị_viên có hiểu bóng_đá k sao không nói dovyk hay các cth khc mà cứ nhắm vô 2 người này
3332,"sane đá không được hay cho lắm, giữ bóng quá lâu rồi mất ít phối hợp đồng đội với lại những pha đi bóng không có gì nổi bật",2.0,sane đá không được hay cho lắm giữ bóng quá lâu rồi mất ít phối_hợp đồng_đội với_lại những pha đi bóng không có gì nổi_bật
3333,trận này kancute xứng đáng 10₫ không có nhưng luôn,1.0,trận này kancute xứng_đáng 10 không có nhưng luôn
3334,anh em theo tôi đii đức nay năm vô địch,1.0,anh_em theo tôi đii đức nay năm vô_địch
3335,scotland xách vali về nước,0.0,scotland xách vali về nước
3336,belingham đá như vậy mà được qbv thì đúng là trò cười,2.0,belingham đá như_vậy mà được qbv thì đúng là trò_cười
3337,indonesia mùa wc này vô địch thế giới nhé,1.0,indonesia mùa wc này vô_địch thế_giới nhé
3338,bình luận viên giọng cư dé.... lên nghe chua chát. phản cảm người nghe,2.0,bình_luận_viên giọng cư dé lên nghe chua_chát phản_cảm người nghe
3339,pha đó gặp thằng bruno là nó sút rồi chứ nó không chuyền như ronaldo đâu,0.0,pha đó gặp thằng bruno là nó sút rồi chứ nó không chuyền như ronaldo đâu
3340,trận này hay quá,1.0,trận này hay quá
3341,trọng tài ngáo,2.0,trọng_tài ngáo
3342,"griezman phiên bản barca, công nghệ var tào lao thiết trái đó thủ môn đứng hình chứ có phản xạ đâu mà bắt lỗi hl",2.0,griezman phiên_bản barca công_nghệ var tào_lao_thiết trái đó thủ_môn đứng hình chứ có phản_xạ đâu mà bắt lỗi hl
3343,dù ronaldo có ghi bàn hay không thì được nhìn anh thi đấu đã là hạnh phúc lắm rồi. mong mọi người hãy ủng hộ anh ấy,1.0,dù ronaldo có ghi_bàn hay không thì được nhìn anh thi_đấu đã là hạnh_phúc lắm rồi mong mọi người hãy ủng_hộ anh ấy
3344,"mấy tk gà gỗ, anh lợn đã nqu rồi thêm chết mẹ nữa",2.0,mấy tk gà gỗ anh lợn đã nqu rồi thêm chết mẹ nữa
3345,"6 phút mấy giây cuối thấy không vô thôi đứng dậy tắt tivi vừa xong ai dè nghe nhà hàng xóm la lên 1 cái, chời mừng hết lớn",1.0,6 phút mấy giây cuối thấy không vô thôi đứng dậy tắt tivi vừa xong ai dè nghe nhà hàng_xóm la lên 1 cái chời mừng hết lớn
3346,quan trọng ronaldo đưa tao về bờ,0.0,quan_trọng ronaldo đưa tao về bờ
3347,2 cánh của tbn có william-yamal đúng là cặp trái phải nguy hiểm và hiệu quả nhất euro năm nay,1.0,2 cánh của tbn có williamyamal đúng là cặp trái phải nguy_hiểm và hiệu_quả nhất euro năm nay
3348,đức có toni kroos quay lại đá chắc hẳn anh em nhỉ. thắng là do hàng công hay nhưng nhìn cách krooa giữ nhịp hay vãi cả lồn thật. đúng thiên tài. nghĩ mà không có kroos đưa con hàng kimmich lên đó thì chắc cook sớm quá,1.0,đức có toni kroos quay lại đá chắc_hẳn anh_em nhỉ thắng là do hàng công hay nhưng nhìn cách krooa giữ nhịp hay vãi cả lồn thật đúng thiên_tài nghĩ mà không có kroos đưa con hàng kimmich lên đó thì chắc cook sớm quá
3349,hết người bình luận viên à,2.0,hết người bình_luận_viên à
3350,"thông số qbv còn xếp theo chi tiết cầu thủ hoạt động cả trận đấu làm được j. chạm bóng, chuyền chính xác, tạo cơ hội, keypas, kiến tạo, ghi bàn rồi nó tổng điểm cuối trận. như rô điểm luôn bét bảng",0.0,thông_số qbv còn xếp theo chi_tiết cầu_thủ hoạt_động cả trận đấu làm được j chạm bóng_chuyền chính_xác tạo cơ_hội keypas kiến_tạo ghi_bàn rồi nó tổng điểm cuối trận như rô điểm luôn bét bảng
3351,trận đấu quá hay,1.0,trận đấu quá hay
3352,cần đổi bình luận viên hay hơn,2.0,cần đổi bình_luận_viên hay hơn
3353,theo mình bdn năm nay nhiều cái tôi chơi khá cá nhân một vài cầu thủ không còn tin tt và tôn trọng ronaldo như trước. nhưng đường chuyền này đã gắn kết tập thể lại.,1.0,theo mình bdn năm nay nhiều cái tôi chơi khá cá_nhân một_vài cầu_thủ không còn tin tt và tôn_trọng ronaldo như trước nhưng đường chuyền này đã gắn_kết tập_thể lại
3354,"trận đấu này của 2 đội tôi thích nhất là giọng nói của bình luận viên, còn trận đấu thì giống hài hước",1.0,trận đấu này của 2 đội tôi thích nhất là giọng nói của bình_luận_viên còn trận đấu thì giống hài_hước
3355,"nếu con không về chắc mẹ buồn lắm, nhưng nếu con về mẹ càng buồn hơn. xuân này em không về được rồi các bác ạ",0.0,nếu con không về chắc mẹ buồn lắm nhưng nếu con về mẹ càng buồn hơn xuân này em không về được rồi các bác ạ
3356,thua về mọi mặt trên sân cỏ và cả trên chiến trường....,2.0,thua về mọi mặt trên sân_cỏ và cả trên chiến_trường
3357,trận đấu hay,1.0,trận đấu hay
3358,trọng tài đã cướp đi bàn thắng của đan mạch và tạo tiền đề cho trận thắng của đức. quá bất công,2.0,trọng_tài đã cướp đi bàn thắng của đan_mạch và tạo tiền_đề cho trận thắng của đức quá bất_công
3359,"đan mạch đá cũng hay., tiếc cho những chú lính chì dũng cảm",1.0,đan_mạch đá cũng hay tiếc cho những chú lính chì dũng_cảm
3360,bình luận viên của k+ hả anh em,0.0,bình_luận_viên của k hả anh_em
3361,siuuuuuuu,1.0,siuuuuuuu
3362,bình luận viên tiếng nhỏ quá,2.0,bình_luận_viên tiếng nhỏ quá
3363,lu ka chim,0.0,lu ka chim
3364,trọng tài ăn tiền hối lộ rồi,2.0,trọng_tài ăn_tiền hối_lộ rồi
3365,"bàn thứ 3, nó là hệ quả tất yếu từ việc croatia phải dâng lên tìm kiếm bàn gỡ.",0.0,bàn thứ 3 nó là hệ_quả tất_yếu từ việc croatia phải dâng lên tìm_kiếm bàn gỡ
3366,qua mình có cảm nhận là 2 trận pháp và bồ điều về xỉu. và có 1 trận phải đá 11m. cảm nhận hoàn toàn đúng,0.0,qua mình có cảm_nhận là 2 trận pháp và bồ điều về xỉu và có 1 trận phải đá 11m cảm_nhận hoàn_toàn đúng
3367,cả 2 doi đều rất hay chúc mừng tho nhí kỳ,1.0,cả 2 doi đều rất hay chúc_mừng tho nhí kỳ
3368,"ronaldo đã rất khôn ngoan khi chuyền *quả bóng"" cho bruno fernandes.",1.0,ronaldo đã rất khôn_ngoan khi chuyền quả bóng cho bruno fernandes
3369,"5: 00 bán độ r, làm bộ diễn tiết đồ",2.0,5 00 bán độ r làm bộ diễn tiết đồ
